0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,match_id,home_team,away_team,home_score,away_score,home_formation,away_formation
Rui Patrício,Conor Coady,Maximilian Kilman,Leander Dendoncker,João Moutinho,Jonny,Nélson Semedo,Rúben Neves,Pedro Neto,Adama Traoré,Willian José,John Ruddy,Lewis Richards,Nigel Lonwijk,Ki-Jana Hoever,Morgan Gibbs-White,Romain Saïss,Vitinha,Owen Otasowie,Fábio Silva,Kasper Schmeichel,James Justin,Ricardo Pereira,Çaglar Söyüncü,Jonny Evans,James Maddison,Harvey Barnes,Youri Tielemans,Ayoze Pérez,Hamza Choudhury,Kelechi Iheanacho,Danny Ward,Daniel Amartey,Luke Thomas,Christian Fuchs,Vontae Daley-Campbell,Cengiz Ünder,Nampalys Mendy,Marc Albrighton,Jamie Vardy,59125,Wolverhampton Wanderers,Leicester City,0,0,3-4-3,4-2-3-1
Bernd Leno,Gabriel Magalhães,David Luiz,Cédric Soares,Héctor Bellerín,Granit Xhaka,Dani Ceballos,Emile Smith Rowe,Bukayo Saka,Martin Ødegaard,Pierre-Emerick Aubameyang,Mat Ryan,Pablo Marí,Calum Chambers,Rob Holding,Mohamed Elneny,Willian,Gabriel Martinelli,Nicolas Pépé,Alexandre Lacazette,Illan Meslier,Ezgjan Alioski,Liam Cooper,Luke Ayling,Jamie Shackleton,Pascal Struijk,Mateusz Klich,Stuart Dallas,Raphinha,Jack Harrison,Patrick Bamford,Kiko Casilla,Charlie Cresswell,Leif Davis,Pablo Hernández,Jack Jenkins,Tyler Roberts,Niall Huggins,Joe Gelhardt,Hélder Costa,59126,Arsenal,Leeds United,4,2,4-2-3-1,4-1-4-1
Robert Sánchez,Lewis Dunk,Dan Burn,Joël Veltman,Benjamin White,Yves Bissouma,Alexis Mac Allister,Steven Alzate,Pascal Groß,Neal Maupay,Leandro Trossard,Christian Walton,Michal Karbownik,Jakub Moder,Adam Lallana,Davy Pröpper,Andi Zeqiri,Aaron Connolly,Percy Tau,Danny Welbeck,Emiliano Martínez,Matt Targett,Tyrone Mings,Ezri Konsa,Matthew Cash,Douglas Luiz,John McGinn,Bertrand Traoré,Ross Barkley,Jack Grealish,Ollie Watkins,Tom Heaton,Björn Engels,Ahmed El Mohamady,Jacob Ramsey,Morgan Sanson,Trézéguet,Marvelous Nakamba,Anwar El Ghazi,Keinan Davis,59127,Brighton and Hove Albion,Aston Villa,0,0,4-1-3-2,4-2-3-1
Kepa Arrizabalaga,César Azpilicueta,Antonio Rüdiger,Andreas Christensen,Jorginho,Callum Hudson-Odoi,Marcos Alonso,Mateo Kovacic,Mason Mount,Timo Werner,Tammy Abraham,Édouard Mendy,Ben Chilwell,Emerson,Reece James,Kurt Zouma,Christian Pulisic,N'Golo Kanté,Hakim Ziyech,Olivier Giroud,Karl Darlow,Ciaran Clark,Emil Krafth,Jamal Lewis,Jamaal Lascelles,Jonjo Shelvey,Isaac Hayden,Joseph Willock,Miguel Almirón,Allan Saint-Maximin,Dwight Gayle,Martin Dúbravka,Paul Dummett,Jacob Murphy,Matt Ritchie,Ryan Fraser,Sean Longstaff,Matthew Longstaff,Andy Carroll,Joelinton,59128,Chelsea,Newcastle United,2,0,3-4-2-1,4-3-3
Vicente Guaita,Patrick van Aanholt,Scott Dann,Nathaniel Clyne,Cheikhou Kouyaté,Eberechi Eze,Luka Milivojevic,Jordan Ayew,Jairo Riedewald,Michy Batshuayi,Christian Benteke,Jack Butland,Tyrick Mitchell,Martin Kelly,Gary Cahill,Joel Ward,Andros Townsend,Jean-Philippe Mateta,Buffer,Buffer,Nick Pope,James Tarkowski,Matthew Lowton,Ben Mee,Erik Pieters,Dwight McNeil,Jack Cork,Ashley Westwood,Jóhann Gudmundsson,Ashley Barnes,Jay Rodriguez,Bailey Peacock-Farrell,Jimmy Dunne,Anthony Driscoll-Glennon,Phil Bardsley,Kevin Long,Dale Stephens,Josh Brownhill,Robbie Brady,Joel Mumbongo,59129,Crystal Palace,Burnley,0,3,4-4-2,4-4-2
Robin Olsen,Ben Godfrey,Lucas Digne,Mason Holgate,Séamus Coleman,Gylfi Sigurdsson,André Gomes,Abdoulaye Doucouré,Tom Davies,James Rodríguez,Richarlison,João Virgínia,Niels Nkounkou,Yerry Mina,Michael Keane,Tyler Onyango,Allan,Alex Iwobi,Bernard,Joshua King,Alphonse Areola,Joachim Andersen,Kenny Tete,Ola Aina,Tosin Adarabioyo,Ruben Loftus-Cheek,Mario Lemina,Ademola Lookman,Harrison Reed,Josh Maja,Bobby De Cordova-Reid,Marek Rodák,Terence Kongolo,Denis Odoi,Tim Ream,Antonee Robinson,Michael Hector,Josh Onomah,André-Frank Zambo Anguissa,Ivan Cavaleiro,59130,Everton,Fulham,0,2,4-3-1-2,4-4-2
Kasper Schmeichel,Çaglar Söyüncü,Ricardo Pereira,Jonny Evans,Daniel Amartey,Wilfred Ndidi,Harvey Barnes,Marc Albrighton,James Maddison,Youri Tielemans,Jamie Vardy,Danny Ward,Luke Thomas,Christian Fuchs,Vontae Daley-Campbell,Cengiz Ünder,Nampalys Mendy,Hamza Choudhury,Ayoze Pérez,Kelechi Iheanacho,Alisson,Trent Alexander-Arnold,Ozan Kabak,Andrew Robertson,Jordan Henderson,James Milner,Curtis Jones,Georginio Wijnaldum,Roberto Firmino,Mohamed Salah,Sadio Mané,Adrián,Rhys Williams,Nathaniel Phillips,Konstantinos Tsimikas,Neco Williams,Xherdan Shaqiri,Thiago,Leighton Clarkson,Alex Oxlade-Chamberlain,59131,Leicester City,Liverpool,3,1,4-2-3-1,4-3-3
Ederson,John Stones,Oleksandr Zinchenko,João Cancelo,Aymeric Laporte,Ilkay Gündogan,Rodri,Bernardo Silva,Gabriel Jesus,Phil Foden,Raheem Sterling,Zack Steffen,Benjamin Mendy,Eric García,Rúben Dias,Kyle Walker,Tommy Doyle,Sergio Agüero,Riyad Mahrez,Ferran Torres,Hugo Lloris,Davinson Sánchez,Japhet Tanganga,Eric Dier,Ben Davies,Erik Lamela,Son Heung-Min,Tanguy Ndombele,Lucas Moura,Pierre-Emile Højbjerg,Harry Kane,Joe Hart,Matt Doherty,Toby Alderweireld,Dele Alli,Moussa Sissoko,Harry Winks,Carlos Vinícius,Gareth Bale,Steven Bergwijn,59132,Manchester City,Tottenham Hotspur,3,0,4-3-3,4-2-3-1
Alex McCarthy,Kyle Walker-Peters,Jan Bednarek,Ryan Bertrand,Jannik Vestergaard,Oriol Romeu,Stuart Armstrong,James Ward-Prowse,Takumi Minamino,Danny Ings,Nathan Redmond,Fraser Forster,Mohammed Salisu,Jack Stephens,Caleb Watts,Moussa Djenepo,Nathan Tella,Kgaogelo Chauke,Daniel N'Lundulu,Che Adams,Rui Patrício,Conor Coady,Romain Saïss,Leander Dendoncker,João Moutinho,Jonny,Rúben Neves,Nélson Semedo,Adama Traoré,Pedro Neto,Willian José,John Ruddy,Marçal,Rayan Aït-Nouri,Maximilian Kilman,Ki-Jana Hoever,Vitinha,Morgan Gibbs-White,Owen Otasowie,Fábio Silva,59133,Southampton,Wolverhampton Wanderers,1,2,4-4-2,3-4-3
Sam Johnstone,Conor Townsend,Lee Peltier,Kyle Bartley,Semi Ajayi,Robert Snodgrass,Conor Gallagher,Ainsley Maitland-Niles,Okay Yokuslu,Matheus Pereira,Mbaye Diagne,David Button,Darnell Furlong,Dara O'Shea,Romaine Sawyers,Matt Phillips,Jake Livermore,Callum Robinson,Hal Robson-Kanu,Karlan Grant,David de Gea,Victor Lindelöf,Harry Maguire,Luke Shaw,Aaron Wan-Bissaka,Marcus Rashford,Bruno Fernandes,Scott McTominay,Fred,Anthony Martial,Edinson Cavani,Dean Henderson,Axel Tuanzebe,Brandon Williams,Alex Telles,Eric Bailly,Nemanja Matic,Daniel James,Donny van de Beek,Mason Greenwood,59134,West Bromwich Albion,Manchester United,1,1,4-1-4-1,4-2-3-1
Lukasz Fabianski,Aaron Cresswell,Craig Dawson,Issa Diop,Declan Rice,Ben Johnson,Vladimir Coufal,Tomas Soucek,Jarrod Bowen,Manuel Lanzini,Jesse Lingard,David Martin,Frederik Alves,Ryan Fredericks,Jamal Baptiste,Mark Noble,Pablo Fornals,Conor Coventry,Ademipo Odubeko,Saïd Benrahma,Aaron Ramsdale,Chris Basham,Ethan Ampadu,John Egan,Oliver Norwood,Jayden Bogle,John Lundstram,Enda Stevens,Ben Osborn,David McGoldrick,Billy Sharp,Wes Foderingham,Max Lowe,Kean Bryan,George Baldock,Phil Jagielka,Oliver Burke,Frankie Maguire,Oliver McBurnie,Rhian Brewster,59135,West Ham United,Sheffield United,3,0,3-4-2-1,3-5-2
Bernd Leno,Kieran Tierney,Pablo Marí,Héctor Bellerín,Rob Holding,Granit Xhaka,Martin Ødegaard,Nicolas Pépé,Mohamed Elneny,Bukayo Saka,Pierre-Emerick Aubameyang,Mat Ryan,Cédric Soares,Gabriel Magalhães,David Luiz,Emile Smith Rowe,Dani Ceballos,Alexandre Lacazette,Willian,Gabriel Martinelli,Ederson,John Stones,Rúben Dias,Oleksandr Zinchenko,João Cancelo,Ilkay Gündogan,Fernandinho,Kevin De Bruyne,Riyad Mahrez,Raheem Sterling,Bernardo Silva,Zack Steffen,Benjamin Mendy,Aymeric Laporte,Kyle Walker,Phil Foden,Rodri,Sergio Agüero,Ferran Torres,Gabriel Jesus,59136,Arsenal,Manchester City,0,1,4-2-3-1,4-3-3
Emiliano Martínez,Tyrone Mings,Matt Targett,Ezri Konsa,Ahmed El Mohamady,Douglas Luiz,Anwar El Ghazi,John McGinn,Bertrand Traoré,Ross Barkley,Ollie Watkins,Tom Heaton,Neil Taylor,Jacob Ramsey,Carney Chukwuemeka,Morgan Sanson,Trézéguet,Marvelous Nakamba,Kaine Hayden,Keinan Davis,Kasper Schmeichel,Timothy Castagne,Jonny Evans,Luke Thomas,Çaglar Söyüncü,James Maddison,Harvey Barnes,Youri Tielemans,Ricardo Pereira,Wilfred Ndidi,Jamie Vardy,Danny Ward,Christian Fuchs,Vontae Daley-Campbell,Daniel Amartey,Hamza Choudhury,Cengiz Ünder,Marc Albrighton,Nampalys Mendy,Kelechi Iheanacho,59137,Aston Villa,Leicester City,1,2,4-2-3-1,4-2-3-1
Robert Sánchez,Joël Veltman,Benjamin White,Dan Burn,Lewis Dunk,Yves Bissouma,Alexis Mac Allister,Steven Alzate,Pascal Groß,Leandro Trossard,Neal Maupay,Jason Steele,Jakub Moder,Adam Lallana,Davy Pröpper,Danny Welbeck,Percy Tau,Aaron Connolly,Alireza Jahanbakhsh,Andi Zeqiri,Vicente Guaita,Cheikhou Kouyaté,Tyrick Mitchell,Joel Ward,Gary Cahill,Luka Milivojevic,Jairo Riedewald,Eberechi Eze,Jean-Philippe Mateta,Jordan Ayew,Andros Townsend,Jack Butland,Martin Kelly,Patrick van Aanholt,Scott Dann,Nathaniel Clyne,James McCarthy,Christian Benteke,Michy Batshuayi,Buffer,59138,Brighton and Hove Albion,Crystal Palace,1,2,4-4-2,4-3-3
Nick Pope,Charlie Taylor,Ben Mee,Matthew Lowton,James Tarkowski,Dwight McNeil,Jack Cork,Ashley Westwood,Josh Brownhill,Matej Vydra,Jay Rodriguez,Will Norris,Bailey Peacock-Farrell,Richard Nartey,Anthony Driscoll-Glennon,Kevin Long,Jimmy Dunne,Phil Bardsley,Josh Benson,Joel Mumbongo,Sam Johnstone,Kyle Bartley,Conor Townsend,Darnell Furlong,Semi Ajayi,Matheus Pereira,Conor Gallagher,Ainsley Maitland-Niles,Okay Yokuslu,Matt Phillips,Mbaye Diagne,David Button,Lee Peltier,Dara O'Shea,Romaine Sawyers,Jake Livermore,Grady Diangana,Karlan Grant,Callum Robinson,Hal Robson-Kanu,59139,Burnley,West Bromwich Albion,0,0,4-4-2,4-1-4-1
Alphonse Areola,Joachim Andersen,Ola Aina,Antonee Robinson,Tosin Adarabioyo,Ivan Cavaleiro,Ruben Loftus-Cheek,André-Frank Zambo Anguissa,Ademola Lookman,Harrison Reed,Josh Maja,Marek Rodák,Denis Odoi,Tim Ream,Kenny Tete,Joe Bryan,Michael Hector,Josh Onomah,Mario Lemina,Bobby De Cordova-Reid,Aaron Ramsdale,Ethan Ampadu,Phil Jagielka,Kean Bryan,John Fleck,Enda Stevens,Chris Basham,John Lundstram,George Baldock,Oliver McBurnie,Billy Sharp,Wes Foderingham,Jayden Bogle,Max Lowe,Oliver Burke,Ben Osborn,Oliver Norwood,Zak Brunt,David McGoldrick,Rhian Brewster,59140,Fulham,Sheffield United,1,0,4-2-3-1,3-5-2
Alisson,Trent Alexander-Arnold,Ozan Kabak,Andrew Robertson,Jordan Henderson,Thiago,Curtis Jones,Georginio Wijnaldum,Roberto Firmino,Mohamed Salah,Sadio Mané,Adrián,Nathaniel Phillips,Ben Davies,Konstantinos Tsimikas,Neco Williams,Xherdan Shaqiri,Alex Oxlade-Chamberlain,Naby Keïta,Divock Origi,Jordan Pickford,Séamus Coleman,Michael Keane,Mason Holgate,Lucas Digne,Ben Godfrey,André Gomes,Tom Davies,Abdoulaye Doucouré,James Rodríguez,Richarlison,Robin Olsen,Niels Nkounkou,Allan,Gylfi Sigurdsson,Tyler Onyango,Joshua King,Alex Iwobi,Bernard,Dominic Calvert-Lewin,59141,Liverpool,Everton,0,2,4-3-3,5-3-2
David de Gea,Victor Lindelöf,Luke Shaw,Harry Maguire,Aaron Wan-Bissaka,Marcus Rashford,Daniel James,Nemanja Matic,Bruno Fernandes,Fred,Anthony Martial,Dean Henderson,Axel Tuanzebe,Alex Telles,Eric Bailly,Brandon Williams,Juan Mata,Shola Shoretire,Mason Greenwood,Amad Diallo,Karl Darlow,Jamal Lewis,Jamaal Lascelles,Ciaran Clark,Emil Krafth,Isaac Hayden,Jonjo Shelvey,Joseph Willock,Miguel Almirón,Joelinton,Allan Saint-Maximin,Martin Dúbravka,Paul Dummett,Matt Ritchie,Ryan Fraser,Sean Longstaff,Jeff Hendrick,Jacob Murphy,Dwight Gayle,Andy Carroll,59142,Manchester United,Newcastle United,3,1,4-2-3-1,4-3-1-2
Alex McCarthy,Mohammed Salisu,Ryan Bertrand,Jannik Vestergaard,Jan Bednarek,Takumi Minamino,James Ward-Prowse,Moussa Djenepo,Oriol Romeu,Danny Ings,Nathan Redmond,Fraser Forster,Jack Stephens,Kayne Ramsay,Kgaogelo Chauke,Alexandre Jankewitz,Nathan Tella,Will Ferry,Che Adams,Daniel N'Lundulu,Édouard Mendy,César Azpilicueta,Antonio Rüdiger,Kurt Zouma,N'Golo Kanté,Reece James,Marcos Alonso,Mateo Kovacic,Mason Mount,Timo Werner,Tammy Abraham,Kepa Arrizabalaga,Ben Chilwell,Emerson,Andreas Christensen,Jorginho,Hakim Ziyech,Billy Gilmour,Olivier Giroud,Callum Hudson-Odoi,59143,Southampton,Chelsea,1,1,4-4-2,3-4-2-1
Lukasz Fabianski,Aaron Cresswell,Vladimir Coufal,Craig Dawson,Issa Diop,Jesse Lingard,Declan Rice,Jarrod Bowen,Pablo Fornals,Tomas Soucek,Michail Antonio,David Martin,Darren Randolph,Frederik Alves,Ben Johnson,Fabián Balbuena,Mark Noble,Manuel Lanzini,Ademipo Odubeko,Saïd Benrahma,Hugo Lloris,Davinson Sánchez,Japhet Tanganga,Sergio Reguilón,Eric Dier,Pierre-Emile Højbjerg,Tanguy Ndombele,Lucas Moura,Erik Lamela,Son Heung-Min,Harry Kane,Joe Hart,Matt Doherty,Toby Alderweireld,Ben Davies,Moussa Sissoko,Dele Alli,Harry Winks,Carlos Vinícius,Gareth Bale,59144,West Ham United,Tottenham Hotspur,2,1,4-2-3-1,4-2-3-1
Rui Patrício,Leander Dendoncker,Conor Coady,Romain Saïss,Jonny,Nélson Semedo,Rúben Neves,João Moutinho,Willian José,Adama Traoré,Pedro Neto,John Ruddy,Marçal,Rayan Aït-Nouri,Ki-Jana Hoever,Maximilian Kilman,Owen Otasowie,Morgan Gibbs-White,Vitinha,Fábio Silva,Illan Meslier,Luke Ayling,Liam Cooper,Stuart Dallas,Pascal Struijk,Mateusz Klich,Raphinha,Jack Harrison,Jamie Shackleton,Patrick Bamford,Tyler Roberts,Kiko Casilla,Diego Llorente,Leif Davis,Pablo Hernández,Jack Jenkins,Ezgjan Alioski,Niall Huggins,Joe Gelhardt,Hélder Costa,59145,Wolverhampton Wanderers,Leeds United,1,0,3-4-3,4-4-1-1
Édouard Mendy,César Azpilicueta,Antonio Rüdiger,Andreas Christensen,Callum Hudson-Odoi,N'Golo Kanté,Ben Chilwell,Mateo Kovacic,Mason Mount,Olivier Giroud,Hakim Ziyech,Kepa Arrizabalaga,Marcos Alonso,Emerson,Reece James,Kurt Zouma,Kai Havertz,Christian Pulisic,Jorginho,Timo Werner,David de Gea,Luke Shaw,Harry Maguire,Aaron Wan-Bissaka,Victor Lindelöf,Marcus Rashford,Fred,Daniel James,Scott McTominay,Bruno Fernandes,Mason Greenwood,Dean Henderson,Alex Telles,Eric Bailly,Axel Tuanzebe,Brandon Williams,Donny van de Beek,Nemanja Matic,Amad Diallo,Anthony Martial,59146,Chelsea,Manchester United,0,0,3-4-2-1,4-2-3-1
Vicente Guaita,Cheikhou Kouyaté,Gary Cahill,Patrick van Aanholt,Joel Ward,Jordan Ayew,Luka Milivojevic,Andros Townsend,Jairo Riedewald,Eberechi Eze,Christian Benteke,Jack Butland,Reece Hannam,Martin Kelly,Tyrick Mitchell,Scott Dann,James McCarthy,Jean-Philippe Mateta,Michy Batshuayi,Buffer,Alphonse Areola,Ola Aina,Kenny Tete,Joachim Andersen,Tosin Adarabioyo,Bobby De Cordova-Reid,Ademola Lookman,Ruben Loftus-Cheek,Harrison Reed,André-Frank Zambo Anguissa,Josh Maja,Fabri,Joe Bryan,Tim Ream,Terence Kongolo,Antonee Robinson,Josh Onomah,Mario Lemina,Ivan Cavaleiro,Aleksandar Mitrovic,59147,Crystal Palace,Fulham,0,0,4-2-3-1,4-2-3-1
Jordan Pickford,Mason Holgate,Ben Godfrey,Michael Keane,Lucas Digne,Gylfi Sigurdsson,Allan,André Gomes,Abdoulaye Doucouré,Dominic Calvert-Lewin,Richarlison,João Virgínia,Kyle John,Ryan Astley,Niels Nkounkou,Tyler Onyango,Nathan Broadhead,Alex Iwobi,Joshua King,Bernard,Fraser Forster,Ryan Bertrand,Mohammed Salisu,Jannik Vestergaard,Jan Bednarek,Nathan Redmond,James Ward-Prowse,Moussa Djenepo,Stuart Armstrong,Che Adams,Danny Ings,Alex McCarthy,Jack Stephens,Kayne Ramsay,Caleb Watts,Kgaogelo Chauke,Alexandre Jankewitz,Nathan Tella,Will Ferry,Daniel N'Lundulu,59148,Everton,Southampton,1,0,4-3-1-2,4-4-2
Illan Meslier,Luke Ayling,Stuart Dallas,Diego Llorente,Liam Cooper,Raphinha,Pascal Struijk,Hélder Costa,Mateusz Klich,Tyler Roberts,Patrick Bamford,Kiko Casilla,Charlie Cresswell,Leif Davis,Jack Harrison,Pablo Hernández,Jack Jenkins,Ezgjan Alioski,Niall Huggins,Joe Gelhardt,Emiliano Martínez,Tyrone Mings,Matt Targett,Ezri Konsa,Ahmed El Mohamady,Marvelous Nakamba,John McGinn,Jacob Ramsey,Anwar El Ghazi,Bertrand Traoré,Ollie Watkins,Tom Heaton,Neil Taylor,Björn Engels,Ross Barkley,Morgan Sanson,Trézéguet,Douglas Luiz,Kaine Hayden,Keinan Davis,59149,Leeds United,Aston Villa,0,1,4-1-4-1,4-3-3
Kasper Schmeichel,Jonny Evans,Luke Thomas,Timothy Castagne,Çaglar Söyüncü,Youri Tielemans,Ricardo Pereira,Harvey Barnes,Wilfred Ndidi,Jamie Vardy,Kelechi Iheanacho,Danny Ward,Daniel Amartey,Christian Fuchs,Vontae Daley-Campbell,Sidnei Tavares,Nampalys Mendy,Hamza Choudhury,Cengiz Ünder,Marc Albrighton,Bernd Leno,Pablo Marí,Cédric Soares,David Luiz,Kieran Tierney,Willian,Mohamed Elneny,Nicolas Pépé,Granit Xhaka,Emile Smith Rowe,Alexandre Lacazette,Mat Ryan,Héctor Bellerín,Rob Holding,Dani Ceballos,Martin Ødegaard,Bukayo Saka,Thomas Partey,Pierre-Emerick Aubameyang,Gabriel Martinelli,59150,Leicester City,Arsenal,1,3,4-4-2,4-2-3-1
Ederson,Kyle Walker,Rúben Dias,Oleksandr Zinchenko,John Stones,Kevin De Bruyne,Ilkay Gündogan,Fernandinho,Sergio Agüero,Riyad Mahrez,Ferran Torres,Zack Steffen,Aymeric Laporte,Benjamin Mendy,João Cancelo,Phil Foden,Bernardo Silva,Rodri,Gabriel Jesus,Raheem Sterling,Darren Randolph,Aaron Cresswell,Craig Dawson,Issa Diop,Declan Rice,Ben Johnson,Vladimir Coufal,Tomas Soucek,Michail Antonio,Jesse Lingard,Pablo Fornals,David Martin,Nathan Trott,Fabián Balbuena,Mark Noble,Manuel Lanzini,Ademipo Odubeko,Jarrod Bowen,Saïd Benrahma,Buffer,59151,Manchester City,West Ham United,2,1,4-3-3,3-4-2-1
Martin Dúbravka,Jamal Lewis,Jamaal Lascelles,Ciaran Clark,Emil Krafth,Isaac Hayden,Jonjo Shelvey,Joseph Willock,Joelinton,Allan Saint-Maximin,Miguel Almirón,Karl Darlow,Paul Dummett,Matt Ritchie,Ryan Fraser,Sean Longstaff,Jeff Hendrick,Jacob Murphy,Dwight Gayle,Andy Carroll,Rui Patrício,Conor Coady,Romain Saïss,Leander Dendoncker,João Moutinho,Rúben Neves,Nélson Semedo,Jonny,Pedro Neto,Willian José,Adama Traoré,John Ruddy,Ki-Jana Hoever,Maximilian Kilman,Rayan Aït-Nouri,Owen Otasowie,Vitinha,Morgan Gibbs-White,Fábio Silva,Buffer,59152,Newcastle United,Wolverhampton Wanderers,1,1,4-3-3,3-4-2-1
Aaron Ramsdale,Kean Bryan,Phil Jagielka,Ethan Ampadu,Oliver Norwood,George Baldock,John Lundstram,Enda Stevens,John Fleck,David McGoldrick,Oliver McBurnie,Wes Foderingham,Max Lowe,Oliver Burke,Ben Osborn,Iliman Ndiaye,Frankie Maguire,Billy Sharp,Lys Mousset,Rhian Brewster,Adrián,Trent Alexander-Arnold,Nathaniel Phillips,Ozan Kabak,Andrew Robertson,Thiago,Georginio Wijnaldum,Curtis Jones,Mohamed Salah,Roberto Firmino,Sadio Mané,Liam Hughes,Jakub Ojrzynski,Rhys Williams,Neco Williams,Xherdan Shaqiri,Naby Keïta,James Milner,Alex Oxlade-Chamberlain,Divock Origi,59153,Sheffield United,Liverpool,0,2,3-5-2,4-3-3
Hugo Lloris,Toby Alderweireld,Davinson Sánchez,Serge Aurier,Sergio Reguilón,Pierre-Emile Højbjerg,Tanguy Ndombele,Lucas Moura,Gareth Bale,Son Heung-Min,Harry Kane,Joe Hart,Matt Doherty,Ben Davies,Moussa Sissoko,Dele Alli,Eric Dier,Erik Lamela,Harry Winks,Carlos Vinícius,Nick Pope,Charlie Taylor,Ben Mee,Matthew Lowton,James Tarkowski,Dwight McNeil,Jack Cork,Ashley Westwood,Josh Brownhill,Matej Vydra,Jay Rodriguez,Bailey Peacock-Farrell,Anthony Driscoll-Glennon,Kevin Long,Jimmy Dunne,Phil Bardsley,Lewis Richardson,Josh Benson,Dale Stephens,Chris Wood,59154,Tottenham Hotspur,Burnley,4,0,4-2-3-1,4-4-2
Sam Johnstone,Darnell Furlong,Conor Townsend,Dara O'Shea,Kyle Bartley,Conor Gallagher,Ainsley Maitland-Niles,Matheus Pereira,Matt Phillips,Okay Yokuslu,Mbaye Diagne,David Button,Branislav Ivanovic,Lee Peltier,Jake Livermore,Romaine Sawyers,Grady Diangana,Karlan Grant,Hal Robson-Kanu,Callum Robinson,Robert Sánchez,Lewis Dunk,Dan Burn,Benjamin White,Joël Veltman,Pascal Groß,Aaron Connolly,Leandro Trossard,Alexis Mac Allister,Yves Bissouma,Neal Maupay,Jason Steele,Adam Lallana,Steven Alzate,Davy Pröpper,Jakub Moder,Alireza Jahanbakhsh,Andi Zeqiri,Danny Welbeck,Percy Tau,59155,West Bromwich Albion,Brighton and Hove Albion,1,0,4-1-4-1,4-2-3-1
Emiliano Martínez,Ezri Konsa,Tyrone Mings,Ahmed El Mohamady,Matt Targett,Morgan Sanson,John McGinn,Douglas Luiz,Ollie Watkins,Trézéguet,Bertrand Traoré,Tom Heaton,Björn Engels,Neil Taylor,Jaden Philogene-Bidace,Ross Barkley,Jacob Ramsey,Marvelous Nakamba,Kaine Hayden,Keinan Davis,Rui Patrício,Conor Coady,Leander Dendoncker,Romain Saïss,Rúben Neves,Nélson Semedo,João Moutinho,Jonny,Pedro Neto,Willian José,Adama Traoré,John Ruddy,Ki-Jana Hoever,Maximilian Kilman,Willy Boly,Rayan Aït-Nouri,Vitinha,Morgan Gibbs-White,Fábio Silva,Buffer,59156,Aston Villa,Wolverhampton Wanderers,0,0,4-3-3,3-4-3
Robert Sánchez,Benjamin White,Lewis Dunk,Joël Veltman,Dan Burn,Leandro Trossard,Pascal Groß,Yves Bissouma,Alexis Mac Allister,Adam Lallana,Neal Maupay,Jason Steele,Jakub Moder,Davy Pröpper,Steven Alzate,Andi Zeqiri,Percy Tau,Alireza Jahanbakhsh,José Izquierdo,Danny Welbeck,Kasper Schmeichel,Wesley Fofana,Çaglar Söyüncü,Daniel Amartey,Youri Tielemans,Sidnei Tavares,Ricardo Pereira,Timothy Castagne,Wilfred Ndidi,Jamie Vardy,Kelechi Iheanacho,Danny Ward,Vontae Daley-Campbell,Luke Thomas,Christian Fuchs,Hamza Choudhury,Thakgalo Leshabela,Nampalys Mendy,Shane Flynn,Marc Albrighton,59157,Brighton and Hove Albion,Leicester City,1,2,4-4-2,3-1-4-2
Nick Pope,Matthew Lowton,James Tarkowski,Charlie Taylor,Ben Mee,Josh Brownhill,Dwight McNeil,Ashley Westwood,Jóhann Gudmundsson,Chris Wood,Matej Vydra,Bailey Peacock-Farrell,Jimmy Dunne,Erik Pieters,Kevin Long,Phil Bardsley,Dale Stephens,Josh Benson,Robbie Brady,Jay Rodriguez,Bernd Leno,Calum Chambers,Kieran Tierney,Pablo Marí,David Luiz,Thomas Partey,Granit Xhaka,Martin Ødegaard,Willian,Bukayo Saka,Pierre-Emerick Aubameyang,Mat Ryan,Héctor Bellerín,Gabriel Magalhães,Rob Holding,Mohamed Elneny,Dani Ceballos,Gabriel Martinelli,Nicolas Pépé,Alexandre Lacazette,59158,Burnley,Arsenal,1,1,4-4-2,4-2-3-1
Édouard Mendy,Kurt Zouma,César Azpilicueta,Andreas Christensen,Mateo Kovacic,Reece James,Jorginho,Marcos Alonso,Timo Werner,Kai Havertz,Callum Hudson-Odoi,Kepa Arrizabalaga,Ben Chilwell,Antonio Rüdiger,Thiago Silva,N'Golo Kanté,Mason Mount,Hakim Ziyech,Christian Pulisic,Olivier Giroud,Jordan Pickford,Ben Godfrey,Mason Holgate,Michael Keane,André Gomes,Alex Iwobi,Allan,Lucas Digne,Richarlison,Dominic Calvert-Lewin,Gylfi Sigurdsson,Harry Tyrer,João Virgínia,Niels Nkounkou,Kyle John,Nathan Broadhead,Tom Davies,Tyler Onyango,Joshua King,Bernard,59159,Chelsea,Everton,2,0,3-4-2-1,3-4-1-2
